difficulty,topicTags,translatedTitle
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU0MQ==', 'name': 'Hash Table', 'slug': 'hash-table', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.439288+00:00', 'isEnabled': True, 'keywords': '[""ha"", ""hash"", ""hash table"", ""Ha"", ""Hash"", ""Hash Table"", ""\\u54c8\\uff0c\\u54c8\\u5e0c\\uff0c\\u54c8\\u5e0c\\u8868""]', 'imgUrl': None, 'translatedName': '哈希表'}, {'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}, {'id': 'VG9waWNUYWdOb2RlOjQyOTU5', 'name': 'Sorting', 'slug': 'sorting', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:04:00.104253+00:00', 'isEnabled': True, 'keywords': '[""\\u6392"", ""\\u6392\\u5e8f"", ""so"", ""sort"", ""sorting"", ""So"", ""Sort"", ""Sorting""]', 'imgUrl': None, 'translatedName': '排序'}]",判断通过操作能否让字符串相等 II
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU0MQ==', 'name': 'Hash Table', 'slug': 'hash-table', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.439288+00:00', 'isEnabled': True, 'keywords': '[""ha"", ""hash"", ""hash table"", ""Ha"", ""Hash"", ""Hash Table"", ""\\u54c8\\uff0c\\u54c8\\u5e0c\\uff0c\\u54c8\\u5e0c\\u8868""]', 'imgUrl': None, 'translatedName': '哈希表'}, {'id': 'VG9waWNUYWdOb2RlOjU1OA==', 'name': 'Binary Search', 'slug': 'binary-search', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:18.848044+00:00', 'isEnabled': True, 'keywords': '[""\\u4e8c"", ""\\u4e8c\\u5206"", ""\\u4e8c\\u5206\\u67e5\\u627e"", ""\\u67e5\\u627e"", ""\\u67e5"", ""Bi"", ""bi"", ""bin"", ""Bin"", ""Binary"", ""binary"", ""search"", ""Search"", ""Binary Search""]', 'imgUrl': None, 'translatedName': '二分查找'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mg==', 'name': 'Dynamic Programming', 'slug': 'dynamic-programming', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.941679+00:00', 'isEnabled': True, 'keywords': '[""dp"", ""DP"", ""d"", ""D"", ""\\u52a8"", ""\\u52a8\\u6001"", ""\\u52a8\\u6001\\u89c4\\u5212"", ""dy"", ""dynamic"", ""Dy"", ""Dynamic"", ""Dynamic Programming""]', 'imgUrl': None, 'translatedName': '动态规划'}, {'id': 'VG9waWNUYWdOb2RlOjQyOTU5', 'name': 'Sorting', 'slug': 'sorting', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:04:00.104253+00:00', 'isEnabled': True, 'keywords': '[""\\u6392"", ""\\u6392\\u5e8f"", ""so"", ""sort"", ""sorting"", ""So"", ""Sort"", ""Sorting""]', 'imgUrl': None, 'translatedName': '排序'}]",销售利润最大化
Easy,[],复选框组
Easy,[],单选框组
Medium,[],注册表单验证
Hard,[],井字棋
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjQ1OQ==', 'name': 'Union Find', 'slug': 'union-find', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T15:17:10.933758+00:00', 'isEnabled': True, 'keywords': '[""\\u5e76"", ""\\u5e76\\u67e5"", ""\\u5e76\\u67e5\\u96c6"", ""Un"", ""un"", ""union"", ""Union"", ""Union Find"", ""find"", ""u"", ""U""]', 'imgUrl': None, 'translatedName': '并查集'}, {'id': 'VG9waWNUYWdOb2RlOjk5NTY=', 'name': 'Counting', 'slug': 'counting', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:57.629483+00:00', 'isEnabled': True, 'keywords': '[""\\u8ba1"", ""\\u8ba1\\u6570"", ""counting"", ""Counting"", ""co"", ""Co""]', 'imgUrl': None, 'translatedName': '计数'}, {'id': 'VG9waWNUYWdOb2RlOjIyMTQy', 'name': 'Interactive', 'slug': 'interactive', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:58.572874+00:00', 'isEnabled': True, 'keywords': '[""\\u4ea4"", ""\\u4ea4\\u4e92"", ""inter"", ""interactive"", ""Inter"", ""Interactive"", ""int"", ""Int""]', 'imgUrl': None, 'translatedName': '交互'}]",唯一类别的数量
Easy,[],计数器组件
Easy,"[{'id': 'VG9waWNUYWdOb2RlOjU1NQ==', 'name': 'Math', 'slug': 'math', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:10:44.949149+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u5b66"", ""math"", "" ma"", ""Ma"", ""Math""]', 'imgUrl': None, 'translatedName': '数学'}, {'id': 'VG9waWNUYWdOb2RlOjE0NDc0', 'name': 'Enumeration', 'slug': 'enumeration', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:58.028015+00:00', 'isEnabled': True, 'keywords': '[""\\u679a\\u4e3e"", ""\\u679a"", ""enu"", ""enumer"", ""enumeration"", ""Enu"", ""Enumeration""]', 'imgUrl': None, 'translatedName': '枚举'}]",统计对称整数的数目
Easy,"[{'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}]",判断通过操作能否让字符串相等 I
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU1OA==', 'name': 'Binary Search', 'slug': 'binary-search', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:18.848044+00:00', 'isEnabled': True, 'keywords': '[""\\u4e8c"", ""\\u4e8c\\u5206"", ""\\u4e8c\\u5206\\u67e5\\u627e"", ""\\u67e5\\u627e"", ""\\u67e5"", ""Bi"", ""bi"", ""bin"", ""Bin"", ""Binary"", ""binary"", ""search"", ""Search"", ""Binary Search""]', 'imgUrl': None, 'translatedName': '二分查找'}, {'id': 'VG9waWNUYWdOb2RlOjMzMTAx', 'name': 'Ordered Set', 'slug': 'ordered-set', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:59.406875+00:00', 'isEnabled': True, 'keywords': '[""\\u6709\\u5e8f\\u96c6\\u5408"", ""\\u6709\\u5e8f"", ""\\u5e8f"", ""\\u96c6\\u5408"", ""or"", ""Or"", ""Ordered"", ""ordered"", ""set"", ""order"", ""Order""]', 'imgUrl': None, 'translatedName': '有序集合'}]",限制条件下元素之间的最小绝对差
Hard,"[{'id': 'VG9waWNUYWdOb2RlOjQ0NQ==', 'name': 'Stack', 'slug': 'stack', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T13:39:09.012767+00:00', 'isEnabled': True, 'keywords': '[""\\u6808"", ""st"", ""stack"", ""St"", ""Stack""]', 'imgUrl': None, 'translatedName': '栈'}, {'id': 'VG9waWNUYWdOb2RlOjQ1MA==', 'name': 'Greedy', 'slug': 'greedy', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:18:58.628302+00:00', 'isEnabled': True, 'keywords': '[""\\u8d2a\\u5fc3"", ""\\u8d2a"", ""greedy"", ""gre"", ""Gre"", ""Greedy"", ""gr"", ""Gr""]', 'imgUrl': None, 'translatedName': '贪心'}, {'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU1NQ==', 'name': 'Math', 'slug': 'math', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:10:44.949149+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u5b66"", ""math"", "" ma"", ""Ma"", ""Math""]', 'imgUrl': None, 'translatedName': '数学'}, {'id': 'VG9waWNUYWdOb2RlOjMxNjM0', 'name': 'Number Theory', 'slug': 'number-theory', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:59.300972+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u8bba"", ""number"", ""Number"", ""Number Theory"", ""theory"", ""num"", ""Num""]', 'imgUrl': None, 'translatedName': '数论'}, {'id': 'VG9waWNUYWdOb2RlOjU3ODc1', 'name': 'Monotonic Stack', 'slug': 'monotonic-stack', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2020-07-07T03:53:29.349887+00:00', 'isEnabled': True, 'keywords': '[""\\u5355"", ""\\u5355\\u8c03"", ""\\u5355\\u8c03\\u6808"", ""stack"", ""Stack"", ""monotonic"", ""Monotonic"", ""Monotonic Stack"", ""\\u6808"", ""mono"", ""Mono""]', 'imgUrl': None, 'translatedName': '单调栈'}]",操作使得分最大
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjEwOTc4', 'name': 'Database', 'slug': 'database', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:57.702862+00:00', 'isEnabled': True, 'keywords': '[""\\u6570\\u636e"", ""\\u6570\\u636e\\u5e93"", ""\\u5e93"", ""data"", ""Data"", ""database"", ""Database"", ""da"", ""Da""]', 'imgUrl': None, 'translatedName': '数据库'}]",航班入座率和等待名单分析
Hard,[],航班机票状态
Medium,[],贷款计算器
Easy,[],标签页
Hard,"[{'id': 'VG9waWNUYWdOb2RlOjQ1NQ==', 'name': 'Tree', 'slug': 'tree', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:56:23.669534+00:00', 'isEnabled': True, 'keywords': '[""\\u6811"", ""tr"", ""tree"", ""Tr"", ""Tree"", ""t"", ""T""]', 'imgUrl': None, 'translatedName': '树'}, {'id': 'VG9waWNUYWdOb2RlOjQ1Ng==', 'name': 'Depth-First Search', 'slug': 'depth-first-search', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:58:41.952059+00:00', 'isEnabled': True, 'keywords': '[""d"", ""D"", ""df"", ""Df"", ""dfs"", ""DFS"", ""\\u6df1"", ""\\u6df1\\u5ea6"", ""\\u6df1\\u5ea6\\u4f18\\u5148"", ""\\u641c"", ""\\u641c\\u7d22"", ""\\u6df1\\u5ea6\\u4f18\\u5148\\u641c\\u7d20"", ""Depth"", ""depth"", ""search"", ""Search""]', 'imgUrl': None, 'translatedName': '深度优先搜索'}, {'id': 'VG9waWNUYWdOb2RlOjU1OQ==', 'name': 'Divide and Conquer', 'slug': 'divide-and-conquer', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:18.855905+00:00', 'isEnabled': True, 'keywords': '[""\\u5206"", ""\\u5206\\u6cbb"", ""divided"", ""Di"", ""Divide"", ""conquer"", ""Conquer""]', 'imgUrl': None, 'translatedName': '分治'}, {'id': 'VG9waWNUYWdOb2RlOjU2OTE=', 'name': 'Binary Tree', 'slug': 'binary-tree', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:57.323398+00:00', 'isEnabled': True, 'keywords': '[""\\u4e8c\\u53c9\\u6811"", ""\\u6811"", ""\\u4e8c\\u53c9"", ""bi"", ""bin"", ""binary"", ""tr"", ""tree"", ""binary tree"", ""Bi"", ""Bin"", ""Binary"", ""Binart Tree"", ""Tr"", ""Tree""]', 'imgUrl': None, 'translatedName': '二叉树'}]",计算足够大的节点数
Hard,"[{'id': 'VG9waWNUYWdOb2RlOjU1NQ==', 'name': 'Math', 'slug': 'math', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:10:44.949149+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u5b66"", ""math"", "" ma"", ""Ma"", ""Math""]', 'imgUrl': None, 'translatedName': '数学'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mg==', 'name': 'Dynamic Programming', 'slug': 'dynamic-programming', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.941679+00:00', 'isEnabled': True, 'keywords': '[""dp"", ""DP"", ""d"", ""D"", ""\\u52a8"", ""\\u52a8\\u6001"", ""\\u52a8\\u6001\\u89c4\\u5212"", ""dy"", ""dynamic"", ""Dy"", ""Dynamic"", ""Dynamic Programming""]', 'imgUrl': None, 'translatedName': '动态规划'}]",范围中美丽整数的数目
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU1Ng==', 'name': 'Two Pointers', 'slug': 'two-pointers', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.141020+00:00', 'isEnabled': True, 'keywords': '[""two"", ""Two"", ""Two Pointers"", ""\\u53cc"", ""\\u53cc\\u6307"", ""\\u53cc\\u6307\\u9488""]', 'imgUrl': None, 'translatedName': '双指针'}, {'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}]",循环增长使字符串子序列等于另一个字符串
Easy,"[{'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}, {'id': 'VG9waWNUYWdOb2RlOjk5NTY=', 'name': 'Counting', 'slug': 'counting', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:57.629483+00:00', 'isEnabled': True, 'keywords': '[""\\u8ba1"", ""\\u8ba1\\u6570"", ""counting"", ""Counting"", ""co"", ""Co""]', 'imgUrl': None, 'translatedName': '计数'}]",距离原点最远的点
Hard,"[{'id': 'VG9waWNUYWdOb2RlOjU1NQ==', 'name': 'Math', 'slug': 'math', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:10:44.949149+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u5b66"", ""math"", "" ma"", ""Ma"", ""Math""]', 'imgUrl': None, 'translatedName': '数学'}, {'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mg==', 'name': 'Dynamic Programming', 'slug': 'dynamic-programming', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.941679+00:00', 'isEnabled': True, 'keywords': '[""dp"", ""DP"", ""d"", ""D"", ""\\u52a8"", ""\\u52a8\\u6001"", ""\\u52a8\\u6001\\u89c4\\u5212"", ""dy"", ""dynamic"", ""Dy"", ""Dynamic"", ""Dynamic Programming""]', 'imgUrl': None, 'translatedName': '动态规划'}, {'id': 'VG9waWNUYWdOb2RlOjQ0NDYw', 'name': 'String Matching', 'slug': 'string-matching', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:04:00.207899+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""\\u5b57\\u7b26\\u4e32\\u5339\\u914d"", ""\\u5339\\u914d"", ""string"", ""String"", ""str"", ""Str""]', 'imgUrl': None, 'translatedName': '字符串匹配'}]",字符串转换
Hard,"[{'id': 'VG9waWNUYWdOb2RlOjQ1MA==', 'name': 'Greedy', 'slug': 'greedy', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:18:58.628302+00:00', 'isEnabled': True, 'keywords': '[""\\u8d2a\\u5fc3"", ""\\u8d2a"", ""greedy"", ""gre"", ""Gre"", ""Greedy"", ""gr"", ""Gr""]', 'imgUrl': None, 'translatedName': '贪心'}, {'id': 'VG9waWNUYWdOb2RlOjQ1Mw==', 'name': 'Bit Manipulation', 'slug': 'bit-manipulation', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:44:09.635610+00:00', 'isEnabled': True, 'keywords': '[""\\u4f4d"", ""\\u4f4d\\u8fd0\\u7b97"", ""\\u8fd0\\u7b97"", ""bit"", ""Bit"", ""mani"", ""bi"", ""Bi"", ""manipulation"", ""Manipulation""]', 'imgUrl': None, 'translatedName': '位运算'}, {'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}]",使子序列的和等于目标的最少操作次数
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjQ1MA==', 'name': 'Greedy', 'slug': 'greedy', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:18:58.628302+00:00', 'isEnabled': True, 'keywords': '[""\\u8d2a\\u5fc3"", ""\\u8d2a"", ""greedy"", ""gre"", ""Gre"", ""Greedy"", ""gr"", ""Gr""]', 'imgUrl': None, 'translatedName': '贪心'}, {'id': 'VG9waWNUYWdOb2RlOjU1NQ==', 'name': 'Math', 'slug': 'math', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:10:44.949149+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u5b66"", ""math"", "" ma"", ""Ma"", ""Math""]', 'imgUrl': None, 'translatedName': '数学'}]",找出美丽数组的最小和
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjQ1Mw==', 'name': 'Bit Manipulation', 'slug': 'bit-manipulation', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:44:09.635610+00:00', 'isEnabled': True, 'keywords': '[""\\u4f4d"", ""\\u4f4d\\u8fd0\\u7b97"", ""\\u8fd0\\u7b97"", ""bit"", ""Bit"", ""mani"", ""bi"", ""Bi"", ""manipulation"", ""Manipulation""]', 'imgUrl': None, 'translatedName': '位运算'}, {'id': 'VG9waWNUYWdOb2RlOjU1NQ==', 'name': 'Math', 'slug': 'math', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:10:44.949149+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u5b66"", ""math"", "" ma"", ""Ma"", ""Math""]', 'imgUrl': None, 'translatedName': '数学'}, {'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}]",找出第 K 个幸运数字
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjI3NDA4', 'name': 'Matrix', 'slug': 'matrix', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:58.967930+00:00', 'isEnabled': True, 'keywords': '[""\\u77e9"", ""\\u77e9\\u9635"", ""ma"", "" matrix"", ""Ma"", ""Matrix""]', 'imgUrl': None, 'translatedName': '矩阵'}, {'id': 'VG9waWNUYWdOb2RlOjM1NjQx', 'name': 'Prefix Sum', 'slug': 'prefix-sum', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:59.584272+00:00', 'isEnabled': True, 'keywords': '[""\\u524d"", ""\\u524d\\u7f00"", ""\\u524d\\u7f00\\u548c"", ""prefix"", "" pre"", ""sum"", ""Prefix"", ""Prefix Sum""]', 'imgUrl': None, 'translatedName': '前缀和'}]",构造乘积矩阵
Hard,"[{'id': 'VG9waWNUYWdOb2RlOjQ1Mw==', 'name': 'Bit Manipulation', 'slug': 'bit-manipulation', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:44:09.635610+00:00', 'isEnabled': True, 'keywords': '[""\\u4f4d"", ""\\u4f4d\\u8fd0\\u7b97"", ""\\u8fd0\\u7b97"", ""bit"", ""Bit"", ""mani"", ""bi"", ""Bi"", ""manipulation"", ""Manipulation""]', 'imgUrl': None, 'translatedName': '位运算'}, {'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mg==', 'name': 'Dynamic Programming', 'slug': 'dynamic-programming', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.941679+00:00', 'isEnabled': True, 'keywords': '[""dp"", ""DP"", ""d"", ""D"", ""\\u52a8"", ""\\u52a8\\u6001"", ""\\u52a8\\u6001\\u89c4\\u5212"", ""dy"", ""dynamic"", ""Dy"", ""Dynamic"", ""Dynamic Programming""]', 'imgUrl': None, 'translatedName': '动态规划'}]",在传球游戏中最大化函数值
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mg==', 'name': 'Dynamic Programming', 'slug': 'dynamic-programming', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.941679+00:00', 'isEnabled': True, 'keywords': '[""dp"", ""DP"", ""d"", ""D"", ""\\u52a8"", ""\\u52a8\\u6001"", ""\\u52a8\\u6001\\u89c4\\u5212"", ""dy"", ""dynamic"", ""Dy"", ""Dynamic"", ""Dynamic Programming""]', 'imgUrl': None, 'translatedName': '动态规划'}]",执行操作使两个字符串相等
Easy,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU0MQ==', 'name': 'Hash Table', 'slug': 'hash-table', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.439288+00:00', 'isEnabled': True, 'keywords': '[""ha"", ""hash"", ""hash table"", ""Ha"", ""Hash"", ""Hash Table"", ""\\u54c8\\uff0c\\u54c8\\u5e0c\\uff0c\\u54c8\\u5e0c\\u8868""]', 'imgUrl': None, 'translatedName': '哈希表'}, {'id': 'VG9waWNUYWdOb2RlOjM1NjQx', 'name': 'Prefix Sum', 'slug': 'prefix-sum', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:59.584272+00:00', 'isEnabled': True, 'keywords': '[""\\u524d"", ""\\u524d\\u7f00"", ""\\u524d\\u7f00\\u548c"", ""prefix"", "" pre"", ""sum"", ""Prefix"", ""Prefix Sum""]', 'imgUrl': None, 'translatedName': '前缀和'}]",与车相交的点
